CI_Cat,CI_Subcat,Impact,Urgency,Category,No_of_Reassignments,Handle_Time_hrs,No_of_Related_Interactions,High_Priority
application,Server Based Application,4,4,incident,0,1702222222.0,1,1
computer,Laptop,5,5,incident,2,39166667.0,1,1
subapplication,Web Based Application,5,5,incident,0,2829722222.0,1,1
computer,Banking Device,5,5,request for information,0,7062722222.0,1,1
application,Server Based Application,5,5,incident,0,122777778.0,1,1
application,Client Based Application,5,5,incident,1,8794444444.0,1,1
application,Web Based Application,5,5,request for information,0,169444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,5478333333.0,2,1
application,Server Based Application,4,4,incident,0,1255833333.0,1,1
application,Web Based Application,4,4,incident,0,1104444444.0,1,1
application,Server Based Application,4,4,incident,0,1009722222.0,1,1
application,Citrix,4,4,incident,0,737777778.0,1,1
application,Server Based Application,4,4,incident,5,4193361111.0,1,1
application,Server Based Application,4,4,incident,0,5415.0,1,1
application,Web Based Application,4,4,incident,2,186525.0,1,1
application,Server Based Application,5,5,request for information,2,2125277778.0,1,1
application,Web Based Application,5,5,incident,0,3670277778.0,1,1
application,Server Based Application,5,5,request for information,0,9321388889.0,1,1
application,Desktop Application,4,4,incident,0,10855.0,1,1
application,Web Based Application,4,4,incident,0,8264444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,3632222222.0,1,1
application,Server Based Application,3,3,incident,0,89166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,3546388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,343.0,3,1
application,Server Based Application,3,3,incident,0,1269722222.0,1,1
subapplication,Web Based Application,4,4,incident,2,2428333333.0,1,1
subapplication,Web Based Application,5,5,incident,0,1671388889.0,1,1
application,Server Based Application,4,4,incident,1,403125.0,1,1
application,Server Based Application,3,3,incident,0,36388889.0,1,1
subapplication,Web Based Application,4,4,incident,1,2306055556.0,1,1
application,Web Based Application,4,4,incident,0,1752222222.0,1,1
application,Server Based Application,5,5,incident,2,3207916667.0,1,1
hardware,DataCenterEquipment,3,3,incident,0,2017777778.0,1,1
application,Server Based Application,4,4,incident,6,6180861111.0,1,1
application,Server Based Application,4,4,incident,0,2293611111.0,1,1
application,Server Based Application,3,3,incident,2,1064430556.0,1,1
application,Server Based Application,5,5,request for information,0,9707222222.0,1,1
application,Server Based Application,4,4,incident,3,3439219444.0,3,1
application,Server Based Application,4,4,incident,0,7641111111.0,1,1
application,Server Based Application,4,4,incident,0,1049444444.0,1,1
application,Server Based Application,NS,3,incident,0,17222222.0,1,1
application,Server Based Application,3,3,incident,0,16666667.0,1,1
computer,Laptop,5,5,incident,0,28611111.0,1,1
subapplication,Web Based Application,4,4,incident,0,5071666667.0,1,1
application,Web Based Application,4,4,incident,1,1081061111.0,2,1
application,Server Based Application,4,4,incident,0,4900277778.0,1,1
application,Server Based Application,4,4,incident,0,590277778.0,1,1
application,Server Based Application,4,4,incident,0,3369972222.0,1,1
subapplication,Server Based Application,5,5,request for information,0,4973888889.0,1,1
application,Server Based Application,4,4,incident,3,4406083333.0,1,1
application,Server Based Application,5,5,incident,0,3616277778.0,1,1
computer,Laptop,5,5,incident,1,223333333.0,1,1
application,Server Based Application,3,3,incident,0,1159166667.0,1,1
application,Web Based Application,4,4,incident,9,4015972222.0,2,1
application,Web Based Application,5,5,request for information,0,1478444444.0,1,1
application,Web Based Application,5,5,request for information,0,1465694444.0,1,1
subapplication,Web Based Application,4,4,incident,0,884166667.0,1,1
application,Server Based Application,4,4,incident,0,3061111111.0,1,1
subapplication,Server Based Application,5,5,request for information,0,1420277778.0,1,1
application,Server Based Application,3,3,incident,1,1385555556.0,1,1
application,Server Based Application,NS,3,incident,5,440277778.0,1,1
application,Server Based Application,5,5,request for information,0,2158388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,1109166667.0,1,1
application,Server Based Application,4,4,incident,0,3304083333.0,1,1
subapplication,Web Based Application,4,4,incident,0,6983888889.0,1,1
application,Web Based Application,4,4,incident,1,8465.0,1,1
application,Server Based Application,4,4,incident,0,2062222222.0,1,1
application,Server Based Application,4,4,incident,0,2039444444.0,1,1
application,Server Based Application,4,4,incident,5,9336666667.0,1,1
application,Web Based Application,4,4,incident,0,931111111.0,1,1
application,Server Based Application,3,3,incident,0,37777778.0,1,1
application,Server Based Application,4,4,incident,1,2529055556.0,1,1
application,Web Based Application,5,5,incident,3,247525.0,1,1
application,Web Based Application,5,5,incident,0,3064166667.0,2,1
subapplication,Web Based Application,4,4,incident,0,1209777778.0,1,1
application,Web Based Application,4,4,incident,1,1014138889.0,1,1
computer,Laptop,NS,3,incident,0,276944444.0,1,1
subapplication,Web Based Application,5,5,incident,0,2665833333.0,1,1
application,Web Based Application,4,4,incident,3,1207666667.0,1,1
application,Server Based Application,4,4,incident,5,3204888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,3246111111.0,1,1
application,Server Based Application,5,5,incident,0,5570555556.0,1,1
application,Web Based Application,4,4,incident,0,2822222222.0,1,1
computer,Banking Device,2,2,incident,0,2455472222.0,1,0
application,Server Based Application,4,4,incident,0,1001777778.0,1,1
application,Web Based Application,4,4,incident,0,2747777778.0,1,1
application,Server Based Application,3,3,incident,2,8151388889.0,2,1
application,Client Based Application,4,4,incident,3,25785.0,1,1
application,Web Based Application,5,5,incident,2,189275.0,1,1
application,Server Based Application,3,3,incident,7,2793144444.0,1,1
application,Web Based Application,3,3,incident,0,5648055556.0,1,1
application,Web Based Application,4,4,incident,0,5294166667.0,1,1
application,Web Based Application,4,4,incident,0,5529166667.0,1,1
application,Server Based Application,4,4,incident,2,4733638889.0,1,1
application,Server Based Application,4,4,incident,0,2728333333.0,1,1
application,Desktop Application,5,5,incident,0,4479972222.0,1,1
application,Web Based Application,4,4,incident,0,1238333333.0,1,1
displaydevice,Monitor,4,4,incident,3,8783027778.0,1,1
application,Web Based Application,5,5,incident,0,904166667.0,1,1
application,Server Based Application,3,3,incident,0,461111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,6779722222.0,1,1
computer,Desktop,5,5,incident,0,129425.0,1,1
application,Server Based Application,4,4,incident,2,1088055556.0,1,1
displaydevice,Monitor,4,4,incident,0,4832194444.0,1,1
application,Server Based Application,4,4,incident,0,4596944444.0,1,1
application,Desktop Application,3,3,incident,1,64444444.0,1,1
application,Server Based Application,5,5,request for information,2,1770555556.0,1,1
application,Server Based Application,5,5,request for information,6,5541083333.0,2,1
application,Server Based Application,5,5,request for information,0,201944444.0,1,1
application,Server Based Application,5,5,incident,0,1182138889.0,1,1
subapplication,Web Based Application,4,4,incident,0,2698888889.0,1,1
application,Server Based Application,5,5,request for information,0,43888889.0,1,1
software,System Software,3,3,incident,0,90277778.0,1,1
application,Server Based Application,4,4,incident,0,4130277778.0,1,1
application,Server Based Application,4,4,incident,0,32825.0,1,1
application,Desktop Application,5,5,incident,0,6438611111.0,1,1
application,Server Based Application,5,5,request for information,1,1121033333.0,1,1
application,SAP,5,5,request for information,2,5600277778.0,1,1
application,Web Based Application,4,4,incident,3,3762.0,1,1
subapplication,Web Based Application,5,5,incident,0,813611111.0,1,1
subapplication,Web Based Application,4,4,incident,5,33015.0,1,1
application,Server Based Application,5,5,incident,0,1590833333.0,1,1
application,Server Based Application,NS,3,incident,0,1514722222.0,2,1
application,SAP,5,5,request for information,2,1092333333.0,1,1
application,Web Based Application,5,5,incident,0,2511944444.0,1,1
application,Server Based Application,4,4,incident,1,1969444444.0,1,1
application,Server Based Application,5,5,request for information,2,3334361111.0,1,1
application,Web Based Application,5,5,incident,6,7510277778.0,1,1
application,SAP,5,5,request for information,2,1432666667.0,1,1
application,Server Based Application,5,5,request for information,1,9448611111.0,1,1
application,Server Based Application,NS,3,incident,2,2643055556.0,1,1
application,Server Based Application,4,4,incident,5,3852055556.0,1,1
application,SAP,5,5,request for information,0,34444444.0,1,1
application,Server Based Application,5,5,incident,0,5275.0,1,1
application,Web Based Application,4,5,incident,6,7215277778.0,1,1
application,SAP,5,5,request for information,4,1839055556.0,1,1
subapplication,Web Based Application,4,4,incident,1,9285833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,719444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,807777778.0,1,1
application,Server Based Application,5,5,request for information,0,409166667.0,1,1
application,Server Based Application,5,5,request for information,0,289722222.0,1,1
application,SAP,5,5,request for information,1,4289333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,1359166667.0,1,1
application,Server Based Application,4,4,incident,0,2843888889.0,1,1
computer,Banking Device,2,2,incident,0,3913888889.0,1,0
subapplication,Web Based Application,4,4,incident,0,4075.0,1,1
subapplication,Web Based Application,4,4,incident,0,105.0,1,1
displaydevice,Monitor,5,4,request for information,0,15845.0,1,1
application,Web Based Application,4,4,incident,0,1656666667.0,1,1
application,Web Based Application,5,5,request for information,0,4519444444.0,1,1
application,Desktop Application,3,3,incident,1,4196111111.0,1,1
application,Desktop Application,5,5,incident,0,741666667.0,1,1
application,Desktop Application,5,5,request for information,0,3191861111.0,1,1
application,Server Based Application,4,4,incident,1,6509166667.0,1,1
application,Server Based Application,5,5,incident,2,2614666667.0,1,1
application,SAP,5,5,request for information,1,2300916667.0,1,1
application,Server Based Application,5,5,incident,6,4542277778.0,1,1
application,Server Based Application,4,4,incident,2,3413055556.0,1,1
application,Server Based Application,4,4,incident,0,223888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,1024722222.0,1,1
application,Server Based Application,5,5,incident,2,1231641667.0,1,1
application,SAP,5,5,request for information,5,1619305556.0,1,1
application,Server Based Application,5,5,request for information,0,1594444444.0,1,1
application,Web Based Application,4,4,incident,0,1008611111.0,1,1
computer,Desktop,5,5,incident,0,1787361111.0,1,1
application,Server Based Application,5,5,incident,0,241388889.0,1,1
computer,Laptop,5,5,incident,0,35205.0,1,1
application,Server Based Application,3,3,incident,1,4400833333.0,1,1
application,SAP,5,5,request for information,1,213925.0,1,1
application,Server Based Application,5,5,request for information,0,1011666667.0,1,1
application,Desktop Application,3,3,incident,1,553611111.0,1,1
application,Web Based Application,4,4,incident,2,1896333333.0,1,1
application,Server Based Application,5,5,request for information,0,615833333.0,1,1
subapplication,Web Based Application,4,4,incident,0,655555556.0,1,1
application,Web Based Application,5,5,request for information,0,1308055556.0,1,1
officeelectronics,Printer,4,4,incident,0,683055556.0,1,1
officeelectronics,Printer,4,4,incident,0,665555556.0,1,1
officeelectronics,Printer,4,4,incident,0,651666667.0,1,1
application,Desktop Application,5,5,request for information,0,24444444.0,1,1
application,Server Based Application,4,4,incident,3,4012111111.0,1,1
computer,Laptop,4,4,incident,2,408375.0,1,1
computer,Desktop,5,5,incident,0,4721944444.0,1,1
application,Server Based Application,NS,3,incident,3,1414166667.0,1,1
subapplication,Citrix,4,4,incident,1,5188888889.0,1,1
computer,Banking Device,5,5,request for information,0,3728722222.0,1,1
application,Web Based Application,5,5,incident,0,1714277778.0,1,1
application,Client Based Application,4,4,incident,2,6213888889.0,1,1
application,Web Based Application,4,4,incident,2,3206388889.0,1,1
application,Desktop Application,5,5,request for information,0,3356888889.0,1,1
computer,Banking Device,2,2,incident,0,1775222222.0,1,0
subapplication,Server Based Application,4,4,incident,0,1510833333.0,1,1
application,Desktop Application,4,4,incident,0,493.0,1,1
application,Web Based Application,4,4,incident,0,310555556.0,1,1
storage,SAN,4,4,incident,0,1073611111.0,1,1
application,Server Based Application,5,5,request for information,0,3768333333.0,1,1
application,Web Based Application,4,5,incident,11,9909583333.0,1,1
